time_stamp,Pulsometer_readout,Engine_efficiency,red_Value,blue_Value,green_Value
2018-01-01T10:34:46Z,71,86.06427219153875,19,128,24
2018-01-01T10:34:47Z,72,80.10896068670439,44,129,49
2018-01-01T10:34:48Z,73,80.79021432572928,69,126,70
2018-01-01T10:34:49Z,74,83.39604743271944,93,128,95
2018-01-01T10:34:50Z,75,78.9755023382073,116,127,116
2018-01-01T10:34:51Z,76,76.18090003933365,138,130,140
2018-01-01T10:34:52Z,77,85.36190473288367,0,129,7
2018-01-01T10:34:53Z,78,78.12718618325388,25,124,27
2018-01-01T10:34:54Z,79,78.0361537983803,50,129,55
2018-01-01T10:34:55Z,80,78.47377367480358,75,129,79
2018-01-01T10:34:56Z,81,82.24144722640415,99,133,106
2018-01-01T10:34:57Z,82,79.3508622003742,122,123,118
2018-01-01T10:34:58Z,83,79.25108025936032,143,126,141
2018-01-01T10:34:59Z,84,78.84130178979427,164,127,161
2018-01-01T10:35:00Z,85,77.38142001077306,182,132,184
2018-01-01T10:35:01Z,86,77.6388823451896,199,127,195
2018-01-01T10:35:02Z,87,71.02858168246001,214,130,212
2018-01-01T10:35:03Z,88,74.50223592622696,227,128,222
2018-01-01T10:35:04Z,89,84.18869282655824,237,126,230
2018-01-01T10:35:05Z,90,87.52616537528064,245,128,240
2018-01-01T10:35:06Z,91,74.32497694553123,251,129,246
2018-01-01T10:35:07Z,92,79.83718241189152,254,127,247
2018-01-01T10:35:08Z,93,79.16193859357345,254,130,251
2018-01-01T10:35:09Z,94,73.96876677156187,252,124,243
2018-01-01T10:35:10Z,95,84.56921825342151,248,128,242
2018-01-01T10:35:11Z,96,77.66396252273483,241,126,233
2018-01-01T10:35:12Z,97,71.04947404823284,231,128,227
2018-01-01T10:35:13Z,98,81.09083647142903,220,126,214
2018-01-01T10:35:14Z,99,82.2982563081011,206,128,202
2018-01-01T10:35:15Z,100,80.4734121948539,190,128,187
2018-01-01T10:35:16Z,101,81.79737062527573,172,128,170
2018-01-01T10:35:17Z,102,77.07318487300061,152,128,151
2018-01-01T10:35:18Z,103,82.51910322122399,131,129,132
2018-01-01T10:35:19Z,104,78.38230842259391,108,131,112
2018-01-01T10:35:20Z,105,77.09579345248922,85,126,86
2018-01-01T10:35:21Z,106,75.57633659633947,61,127,63
2018-01-01T10:35:22Z,107,79.47116914208236,35,127,40
2018-01-01T10:35:23Z,108,79.48108341674155,10,125,14
2018-01-01T10:35:24Z,109,74.5100873796903,14,130,23
2018-01-01T10:35:25Z,110,80.42859645439643,40,126,42
2018-01-01T10:35:26Z,111,80.85073165396993,65,129,69
2018-01-01T10:35:27Z,112,77.3254575054799,89,130,94
2018-01-01T10:35:28Z,113,78.3004646065216,112,130,116
2018-01-01T10:35:29Z,114,78.7312052431872,135,126,133
2018-01-01T10:35:30Z,115,78.04652012431224,156,127,153
2018-01-01T10:35:31Z,116,79.17927272046411,175,130,175
2018-01-01T10:35:32Z,117,75.74178266937979,192,132,193
2018-01-01T10:35:33Z,118,67.04570745421815,208,126,203
2018-01-01T10:35:34Z,119,75.42780654420824,222,132,221
2018-01-01T10:35:35Z,120,83.76761414844002,233,127,227
2018-01-01T10:35:36Z,121,80.63240061765258,242,127,236
2018-01-01T10:35:37Z,122,79.87762586900455,249,130,245
2018-01-01T10:35:38Z,123,88.12778030911898,253,128,247
2018-01-01T10:35:39Z,124,85.50259253140621,254,126,247
2018-01-01T10:35:40Z,125,79.42279376609378,254,126,246
2018-01-01T10:35:41Z,126,88.53760471928427,250,127,244
2018-01-01T10:35:42Z,127,75.13798279084392,244,127,238
2018-01-01T10:35:43Z,128,73.33278879250165,236,127,230
2018-01-01T10:35:44Z,129,86.48959568796799,225,129,221
2018-01-01T10:35:45Z,130,77.12815982868983,212,124,204
2018-01-01T10:35:46Z,131,82.79486225604697,197,126,192
2018-01-01T10:35:47Z,132,81.16526797738364,179,130,179
2018-01-01T10:35:48Z,133,86.93280078268022,160,127,159
2018-01-01T10:35:49Z,134,81.40059394630973,140,125,136
2018-01-01T10:35:50Z,135,80.75731004152894,118,126,117
2018-01-01T10:35:51Z,136,86.55881097081242,95,125,94
2018-01-01T10:35:52Z,137,79.22696546109177,71,127,73
2018-01-01T10:35:53Z,138,79.985186994973,46,124,47
2018-01-01T10:35:54Z,139,72.73271713862188,21,125,23
2018-01-01T10:35:55Z,140,78.77592312696534,4,129,11
2018-01-01T10:35:56Z,141,79.79963544744624,29,130,36
2018-01-01T10:35:57Z,142,75.60753136032149,54,127,57
2018-01-01T10:35:58Z,143,79.70686162325215,79,128,82
2018-01-01T10:35:59Z,144,78.22058188429207,103,129,105
2018-01-01T10:36:00Z,145,81.24718741879296,125,131,129
2018-01-01T10:36:01Z,146,86.7058922357506,147,127,146
2018-01-01T10:36:02Z,147,84.44028168312707,167,127,165
2018-01-01T10:36:03Z,148,83.60532086650862,185,126,181
2018-01-01T10:36:04Z,149,82.13978827326801,202,127,197
2018-01-01T10:36:05Z,150,81.61779107272335,216,129,213
2018-01-01T10:36:06Z,151,73.06336159554414,229,125,221
2018-01-01T10:36:07Z,152,81.78393942032655,239,125,230
2018-01-01T10:36:08Z,153,81.09477026003455,246,129,242
2018-01-01T10:36:09Z,154,80.13115584650585,251,129,246
2018-01-01T10:36:10Z,155,79.87441654918159,254,129,249
2018-01-01T10:36:11Z,156,78.32838188790961,254,131,252
2018-01-01T10:36:12Z,157,75.67770647271834,252,128,246
2018-01-01T10:36:13Z,158,84.11688101824498,247,126,239
2018-01-01T10:36:14Z,159,75.19393937610549,239,128,235
2018-01-01T10:36:15Z,160,78.54964368221975,230,128,225
2018-01-01T10:36:16Z,161,82.05953506289626,217,129,214
2018-01-01T10:36:17Z,162,80.33855331404045,203,125,197
2018-01-01T10:36:18Z,163,77.59678415510649,187,130,186
2018-01-01T10:36:19Z,164,83.49821003056614,169,126,165
2018-01-01T10:36:20Z,165,75.63252832615433,149,127,147
2018-01-01T10:36:21Z,166,82.93663596394235,127,127,127
2018-01-01T10:36:22Z,167,81.65203357667463,105,127,105
2018-01-01T10:36:23Z,168,79.2269971457586,81,129,84
2018-01-01T10:36:24Z,169,80.93342308232725,56,126,59
2018-01-01T10:36:25Z,170,86.51501925714489,31,126,35
2018-01-01T10:36:26Z,171,81.16560638655376,6,126,10
2018-01-01T10:36:27Z,172,80.72155286205732,19,126,22
2018-01-01T10:36:28Z,173,82.56285741600436,44,128,48
2018-01-01T10:36:29Z,174,75.70039707728755,69,130,73
2018-01-01T10:36:30Z,175,81.73123835538867,93,129,96
2018-01-01T10:36:31Z,176,75.13375639050709,116,127,116
2018-01-01T10:36:32Z,177,82.93658783208647,138,127,137
2018-01-01T10:36:33Z,178,75.66952497962885,0,124,3
2018-01-01T10:36:34Z,179,80.95361064059358,25,128,30
2018-01-01T10:36:35Z,180,79.82437806392116,50,127,54
2018-01-01T10:36:36Z,181,89.5600191475444,75,125,75
2018-01-01T10:36:37Z,182,78.89483242361062,99,131,103
2018-01-01T10:36:38Z,183,80.38619381307922,122,127,122
2018-01-01T10:36:39Z,184,73.87119995854522,143,128,143
2018-01-01T10:36:40Z,185,83.71772940077952,164,127,162
2018-01-01T10:36:41Z,186,80.49188656736432,182,127,179
2018-01-01T10:36:42Z,187,86.76617730552093,199,128,196
2018-01-01T10:36:43Z,188,70.77181537449131,214,128,210
2018-01-01T10:36:44Z,189,86.83560575540373,227,128,223
2018-01-01T10:36:45Z,190,81.47424607389111,237,130,234
2018-01-01T10:36:46Z,191,75.6645275868226,245,129,241
2018-01-01T10:36:47Z,192,77.5077166823461,251,125,242
2018-01-01T10:36:48Z,193,82.06769875141933,254,130,250
2018-01-01T10:36:49Z,194,81.82260515944665,254,131,251
2018-01-01T10:36:50Z,195,84.102623545905,252,125,244
2018-01-01T10:36:51Z,196,76.52876294432853,248,125,240
2018-01-01T10:36:52Z,197,80.36019078588457,241,127,235
2018-01-01T10:36:53Z,198,79.20529536681312,231,126,225
2018-01-01T10:36:54Z,199,83.14345532787861,220,129,216
2018-01-01T10:36:55Z,200,80.78090396387745,206,125,199
2018-01-01T10:36:56Z,201,79.96531106969131,190,126,185
2018-01-01T10:36:57Z,202,85.200725949658,172,130,171
2018-01-01T10:36:58Z,203,75.73371759899143,152,130,153
2018-01-01T10:36:59Z,204,80.45400861073152,131,127,130
2018-01-01T10:37:00Z,205,82.74390920468967,108,131,112
2018-01-01T10:37:01Z,206,79.96443967024287,85,127,87
2018-01-01T10:37:02Z,207,85.48323941881644,61,125,62
2018-01-01T10:37:03Z,208,74.50162668731201,35,126,38
2018-01-01T10:37:04Z,209,81.75249598797637,10,129,17
2018-01-01T10:37:05Z,210,86.87742291967244,14,127,20
2018-01-01T10:37:06Z,211,81.59227682786545,40,128,45
2018-01-01T10:37:07Z,212,83.11377555401353,65,124,64
2018-01-01T10:37:08Z,213,81.59017648751036,89,128,91
2018-01-01T10:37:09Z,214,81.56248412738125,112,129,114
2018-01-01T10:37:10Z,215,77.72621967016893,135,129,136
2018-01-01T10:37:11Z,216,83.01221741421207,156,129,156
2018-01-01T10:37:12Z,217,76.08304862786268,175,130,174
2018-01-01T10:37:13Z,218,84.42028672916636,192,125,187
2018-01-01T10:37:14Z,219,78.42658056216246,208,130,206
2018-01-01T10:37:15Z,220,85.73547692272868,222,126,216
2018-01-01T10:37:16Z,221,79.52102359413688,233,128,229
2018-01-01T10:37:17Z,222,85.72755716610625,242,127,236
2018-01-01T10:37:18Z,223,80.45234674166552,249,128,243
2018-01-01T10:37:19Z,224,81.00307449614178,253,128,247
2018-01-01T10:37:20Z,225,82.65490655301667,254,131,251
2018-01-01T10:37:21Z,226,76.04036511214169,254,132,251
2018-01-01T10:37:22Z,227,77.42260951813853,250,129,245
2018-01-01T10:37:23Z,228,87.76801905780385,244,128,238
2018-01-01T10:37:24Z,229,75.4551240406015,236,127,230
2018-01-01T10:37:25Z,230,72.6909007153688,225,127,219
2018-01-01T10:37:26Z,231,79.74178503851905,212,125,205
2018-01-01T10:37:27Z,232,85.37209004415875,197,128,193
2018-01-01T10:37:28Z,233,81.61147863009043,179,126,175
2018-01-01T10:37:29Z,234,79.31154474578302,160,127,159
2018-01-01T10:37:30Z,235,79.38896208066824,140,129,140
2018-01-01T10:37:31Z,236,75.03137713717888,118,123,114
2018-01-01T10:37:32Z,237,73.85137205433445,95,127,96
2018-01-01T10:37:33Z,238,76.60323899126978,71,127,73
2018-01-01T10:37:34Z,239,80.73411604352312,46,126,48
2018-01-01T10:37:35Z,240,77.32354346868841,21,128,26
2018-01-01T10:37:36Z,241,75.7449156868846,4,126,8
2018-01-01T10:37:37Z,242,85.0557295809897,29,127,33
2018-01-01T10:37:38Z,243,80.44980093314891,54,128,59
2018-01-01T10:37:39Z,244,82.21491175320239,79,127,81
2018-01-01T10:37:40Z,245,77.6215021779525,103,130,106
2018-01-01T10:37:41Z,246,77.82031295874143,125,131,129
2018-01-01T10:37:42Z,247,88.93166230679333,147,124,143
2018-01-01T10:37:43Z,248,80.06350443728056,167,128,165
2018-01-01T10:37:44Z,249,71.89049852135187,185,126,181
2018-01-01T10:37:45Z,250,74.07758726089196,202,127,197
2018-01-01T10:37:46Z,251,80.29224773062768,216,130,214
2018-01-01T10:37:47Z,252,83.96280145363883,229,129,225
2018-01-01T10:37:48Z,253,80.24800404597782,239,127,232
2018-01-01T10:37:49Z,254,87.20058752596117,246,128,241
2018-01-01T10:37:50Z,255,74.05259312305175,251,127,245
2018-01-01T10:37:51Z,256,85.48268747679592,254,127,248
2018-01-01T10:37:52Z,1,84.32606769179128,254,129,249
2018-01-01T10:37:53Z,2,75.34028807516786,252,129,247
2018-01-01T10:37:54Z,3,79.52362512674313,247,126,240
2018-01-01T10:37:55Z,4,75.70637762578053,239,127,233
2018-01-01T10:37:56Z,5,73.70656865426906,230,127,224
2018-01-01T10:37:57Z,6,82.82066598987585,217,128,214
2018-01-01T10:37:58Z,7,76.12842839331283,203,127,199
2018-01-01T10:37:59Z,8,84.8663643017277,187,126,182
2018-01-01T10:38:00Z,9,80.14562854174017,169,126,165
2018-01-01T10:38:01Z,10,80.87379028893773,149,127,147
2018-01-01T10:38:02Z,11,68.34412667515882,127,129,128
2018-01-01T10:38:03Z,12,75.11323311539837,105,127,105
2018-01-01T10:38:04Z,13,80.20089021314482,81,129,84
2018-01-01T10:38:05Z,14,75.69269467963845,56,125,58
2018-01-01T10:38:06Z,15,81.1479836049038,31,129,37
2018-01-01T10:38:07Z,16,71.05948613907321,6,126,11
2018-01-01T10:38:08Z,17,77.02361840026454,19,127,24
2018-01-01T10:38:09Z,18,81.4155726577678,44,131,51
2018-01-01T10:38:10Z,19,78.34318714127247,69,124,68
2018-01-01T10:38:11Z,20,75.25434199849796,93,129,96
2018-01-01T10:38:12Z,21,88.40820091918802,116,131,120
2018-01-01T10:38:13Z,22,78.25544279113079,138,128,138
2018-01-01T10:38:14Z,23,85.38864811616114,0,124,3
2018-01-01T10:38:15Z,24,79.60714389576877,25,130,32
2018-01-01T10:38:16Z,25,81.16707697442878,50,130,56
2018-01-01T10:38:17Z,26,84.06094801554322,75,129,79
2018-01-01T10:38:18Z,27,84.80029405533163,99,127,100
2018-01-01T10:38:19Z,28,83.56709148962429,122,128,123
2018-01-01T10:38:20Z,29,81.21298533006352,143,129,144
2018-01-01T10:38:21Z,30,75.95921063793709,164,129,163
2018-01-01T10:38:22Z,31,78.71492420921872,182,129,181
2018-01-01T10:38:23Z,32,80.31446686973297,199,129,197
2018-01-01T10:38:24Z,33,80.9112775789225,214,129,211
2018-01-01T10:38:25Z,34,81.09169856816115,227,127,221
2018-01-01T10:38:26Z,35,79.92055246027859,237,126,230
2018-01-01T10:38:27Z,36,79.33274811508917,245,126,238
2018-01-01T10:38:28Z,37,77.72295355167648,251,127,244
2018-01-01T10:38:29Z,38,72.36546096571041,254,127,247
2018-01-01T10:38:30Z,39,81.67527292062574,254,126,247
2018-01-01T10:38:31Z,40,84.7218162893818,252,124,243
2018-01-01T10:38:32Z,41,84.52226703751909,248,127,242
2018-01-01T10:38:33Z,42,80.48718453945527,241,128,235
2018-01-01T10:38:34Z,43,71.16413199873323,231,130,229
2018-01-01T10:38:35Z,44,80.01232061533504,220,128,216
2018-01-01T10:38:36Z,45,83.18618000509476,206,124,199
2018-01-01T10:38:37Z,46,78.89045338746433,190,132,191
2018-01-01T10:38:38Z,47,79.29451015642823,172,128,170
2018-01-01T10:38:39Z,48,78.13484593809514,152,128,152
2018-01-01T10:38:40Z,49,76.6088573840594,131,130,133
2018-01-01T10:38:41Z,50,81.51307897842565,108,126,108
2018-01-01T10:38:42Z,51,75.832340269687,85,126,85
2018-01-01T10:38:43Z,52,89.31660262400088,61,127,64
2018-01-01T10:38:44Z,53,73.3272256828307,35,124,37
2018-01-01T10:38:45Z,54,75.28048067411686,10,126,14
2018-01-01T10:38:46Z,55,80.60210179129561,14,128,20
2018-01-01T10:38:47Z,56,80.09240149985001,40,128,44
2018-01-01T10:38:48Z,57,78.46310389384443,65,127,68
2018-01-01T10:38:49Z,58,84.05483636451454,89,131,94
2018-01-01T10:38:50Z,59,79.65543161766759,112,131,116
2018-01-01T10:38:51Z,60,82.81681083433719,135,127,134
2018-01-01T10:38:52Z,61,75.00764474351126,156,127,154
2018-01-01T10:38:53Z,62,79.962123055313,175,126,171
2018-01-01T10:38:54Z,63,78.6066591681562,192,130,191
2018-01-01T10:38:55Z,64,85.16955642074917,208,129,205
2018-01-01T10:38:56Z,65,72.95323612583896,222,129,218
2018-01-01T10:38:57Z,66,92.23542753897375,233,128,228
2018-01-01T10:38:58Z,67,89.59322624958466,242,126,235
2018-01-01T10:38:59Z,68,72.0039289712634,249,125,240
2018-01-01T10:39:00Z,69,79.75926267282864,253,127,247
2018-01-01T10:39:01Z,70,86.32485418230482,254,121,242
2018-01-01T10:39:02Z,71,77.3330266918432,254,126,246
2018-01-01T10:39:03Z,72,83.09650237252266,250,128,245
2018-01-01T10:39:04Z,73,80.15451008780391,244,129,240
2018-01-01T10:39:05Z,74,80.9816528178224,236,127,229
2018-01-01T10:39:06Z,75,74.84782250973888,225,128,221
2018-01-01T10:39:07Z,76,72.01274470551768,212,127,207
2018-01-01T10:39:08Z,77,80.40248527268557,197,131,197
2018-01-01T10:39:09Z,78,84.81217127642793,179,130,179
2018-01-01T10:39:10Z,79,79.10416600090014,160,133,164
2018-01-01T10:39:11Z,80,81.9839880818232,140,126,138
2018-01-01T10:39:12Z,81,80.86061472165963,118,125,116
2018-01-01T10:39:13Z,82,73.4704345953214,95,128,97
2018-01-01T10:39:14Z,83,84.99511365361742,71,125,71
2018-01-01T10:39:15Z,84,82.03675360715273,46,126,49
2018-01-01T10:39:16Z,85,82.76987631664991,21,125,24
2018-01-01T10:39:17Z,86,83.44364499665076,4,126,8
2018-01-01T10:39:18Z,87,82.28298111454379,29,123,30
2018-01-01T10:39:19Z,88,83.09250800347147,54,125,56
2018-01-01T10:39:20Z,89,81.83093838496305,79,125,79
2018-01-01T10:39:21Z,90,85.17983853354214,103,130,106
2018-01-01T10:39:22Z,91,78.66316102354278,125,129,127
2018-01-01T10:39:23Z,92,82.05918629541412,147,124,143
2018-01-01T10:39:24Z,93,83.90021181337261,167,128,165
2018-01-01T10:39:25Z,94,75.73798567406912,185,132,187
2018-01-01T10:39:26Z,95,79.93770578144576,202,131,201
2018-01-01T10:39:27Z,96,85.54527693055445,216,127,212
2018-01-01T10:39:28Z,97,83.86692576023258,229,131,227
2018-01-01T10:39:29Z,98,77.98839922188442,239,127,233
2018-01-01T10:39:30Z,99,83.23271837309788,246,131,244
2018-01-01T10:39:31Z,100,80.1430860748708,251,126,244
2018-01-01T10:39:32Z,101,82.79777225507686,254,130,250
2018-01-01T10:39:33Z,102,87.66786301446955,254,128,248
2018-01-01T10:39:34Z,103,81.84888681548597,252,127,245
2018-01-01T10:39:35Z,104,82.84110233146696,247,126,239
2018-01-01T10:39:36Z,105,82.28013882266052,239,129,235
2018-01-01T10:39:37Z,106,84.06632307216502,230,130,227
2018-01-01T10:39:38Z,107,81.47727062263542,217,130,215
2018-01-01T10:39:39Z,108,83.7584842731644,203,123,195
2018-01-01T10:39:40Z,109,72.45351836731504,187,123,180
2018-01-01T10:39:41Z,110,73.34054750364416,169,125,164
2018-01-01T10:39:42Z,111,74.28678056577206,149,126,146
2018-01-01T10:39:43Z,112,76.21060323391578,127,128,127
2018-01-01T10:39:44Z,113,85.21040471122384,105,127,105
2018-01-01T10:39:45Z,114,76.7867538204782,81,127,82
2018-01-01T10:39:46Z,115,87.59434729335383,56,130,62
2018-01-01T10:39:47Z,116,84.02133954223814,31,127,36
2018-01-01T10:39:48Z,117,79.72876545091063,6,128,12
2018-01-01T10:39:49Z,118,80.05316376405348,19,128,25
2018-01-01T10:39:50Z,119,79.85003032056659,44,126,47
2018-01-01T10:39:51Z,120,76.96083318235684,69,127,71
2018-01-01T10:39:52Z,121,86.14048852860817,93,129,96
2018-01-01T10:39:53Z,122,78.67517864676812,116,127,117
2018-01-01T10:39:54Z,123,77.54802123154575,138,126,136
2018-01-01T10:39:55Z,124,79.73405019958936,0,129,7
2018-01-01T10:39:56Z,125,85.6766811138369,25,131,33
2018-01-01T10:39:57Z,126,75.12152147708684,50,127,53
2018-01-01T10:39:58Z,127,77.58507727214574,75,123,73
2018-01-01T10:39:59Z,128,82.50395410771672,99,130,102
2018-01-01T10:40:00Z,129,82.969630887047,122,129,123
2018-01-01T10:40:01Z,130,80.20240706674197,143,128,143
2018-01-01T10:40:02Z,131,85.14740021161666,164,128,162
2018-01-01T10:40:03Z,132,76.95288174052924,182,128,180
2018-01-01T10:40:04Z,133,79.86091801295184,199,124,193
2018-01-01T10:40:05Z,134,79.98179479962562,214,126,209
2018-01-01T10:40:06Z,135,81.53957747692357,227,130,225
2018-01-01T10:40:07Z,136,80.20288400472774,237,126,231
2018-01-01T10:40:08Z,137,78.0756300351018,245,125,237
2018-01-01T10:40:09Z,138,76.2190922512663,251,126,243
2018-01-01T10:40:10Z,139,76.86955723270474,254,124,244
2018-01-01T10:40:11Z,140,80.27168515453336,254,130,250
2018-01-01T10:40:12Z,141,79.78706370845796,252,131,249
2018-01-01T10:40:13Z,142,77.9832905769333,248,126,240
2018-01-01T10:40:14Z,143,80.21189470364536,241,129,236
2018-01-01T10:40:15Z,144,77.73967239565955,231,132,230
2018-01-01T10:40:16Z,145,77.90433276761472,220,128,216
2018-01-01T10:40:17Z,146,76.12938598931945,206,128,202
2018-01-01T10:40:18Z,147,82.48054352856919,190,130,188
2018-01-01T10:40:19Z,148,84.09546475995162,172,129,171
2018-01-01T10:40:20Z,149,80.40415188487152,152,125,149
2018-01-01T10:40:21Z,150,77.37396778440417,131,129,132
2018-01-01T10:40:22Z,151,74.38733672443676,108,128,110
2018-01-01T10:40:23Z,152,75.5506461305479,85,130,89
2018-01-01T10:40:24Z,153,80.01045527221223,61,129,66
2018-01-01T10:40:25Z,154,80.17673356147067,35,128,40
2018-01-01T10:40:26Z,155,82.26229433839471,10,127,15
2018-01-01T10:40:27Z,156,82.33870195418856,14,132,24
2018-01-01T10:40:28Z,157,83.81735773195803,40,128,44
2018-01-01T10:40:29Z,158,78.37260202113183,65,129,69
2018-01-01T10:40:30Z,159,81.30984093094865,89,127,90
2018-01-01T10:40:31Z,160,79.4602319799377,112,130,115
2018-01-01T10:40:32Z,161,75.88419479189615,135,128,135
2018-01-01T10:40:33Z,162,79.16015237365029,156,125,152
2018-01-01T10:40:34Z,163,73.85304745362978,175,126,171
2018-01-01T10:40:35Z,164,82.31140767479957,192,128,189
2018-01-01T10:40:36Z,165,83.23569374973971,208,126,203
2018-01-01T10:40:37Z,166,84.48753454390571,222,127,216
2018-01-01T10:40:38Z,167,80.44285061847289,233,129,230
2018-01-01T10:40:39Z,168,80.03307548329347,242,130,238
2018-01-01T10:40:40Z,169,81.66810438187944,249,126,241
2018-01-01T10:40:41Z,170,87.84825748619508,253,123,243
2018-01-01T10:40:42Z,171,78.92640250389037,254,125,246
2018-01-01T10:40:43Z,172,83.27877023704306,254,124,244
2018-01-01T10:40:44Z,173,77.98250798050604,250,126,242
2018-01-01T10:40:45Z,174,83.91072293566926,244,130,240
2018-01-01T10:40:46Z,175,79.75450191392028,236,128,231
2018-01-01T10:40:47Z,176,73.52803956097272,225,130,222
2018-01-01T10:40:48Z,177,79.66650509635771,212,128,208
2018-01-01T10:40:49Z,178,81.64979185959153,197,127,192
2018-01-01T10:40:50Z,179,86.33333186783582,179,125,175
2018-01-01T10:40:51Z,180,73.40894997302924,160,129,160
2018-01-01T10:40:52Z,181,78.82024139152726,140,127,139
2018-01-01T10:40:53Z,182,80.15605195212666,118,126,116
2018-01-01T10:40:54Z,183,74.40302626886597,95,127,95
2018-01-01T10:40:55Z,184,83.33224509288966,71,131,77
2018-01-01T10:40:56Z,185,84.42083086861864,46,128,50
2018-01-01T10:40:57Z,186,86.26516095045267,21,124,23
2018-01-01T10:40:58Z,187,80.22637916803035,4,129,11
2018-01-01T10:40:59Z,188,83.10820788021681,29,128,34
2018-01-01T10:41:00Z,189,81.06849410093966,54,128,58
2018-01-01T10:41:01Z,190,80.41063047606411,79,126,80
2018-01-01T10:41:02Z,191,80.65090677493679,103,132,108
2018-01-01T10:41:03Z,192,70.44168718478528,125,130,128
2018-01-01T10:41:04Z,193,84.65945089977708,147,127,146
2018-01-01T10:41:05Z,194,83.6603888196021,167,125,162
2018-01-01T10:41:06Z,195,82.43924950261642,185,129,184
2018-01-01T10:41:07Z,196,82.40456311763097,202,127,198
2018-01-01T10:41:08Z,197,76.99883255623996,216,127,212
2018-01-01T10:41:09Z,198,82.42331308913333,229,127,224
2018-01-01T10:41:10Z,199,81.20611083845773,239,126,232
2018-01-01T10:41:11Z,200,80.51781097200171,246,127,239
2018-01-01T10:41:12Z,201,77.69915599703853,251,127,245
2018-01-01T10:41:13Z,202,86.46380971376252,254,128,248
2018-01-01T10:41:14Z,203,78.55562640448673,254,127,248
2018-01-01T10:41:15Z,204,78.37105201450116,252,126,244
2018-01-01T10:41:16Z,205,78.86272352483724,247,126,239
2018-01-01T10:41:17Z,206,80.48064134376523,239,126,233
2018-01-01T10:41:18Z,207,84.1728913140993,230,127,224
2018-01-01T10:41:19Z,208,78.61138506066412,217,127,212
2018-01-01T10:41:20Z,209,80.96000358727852,203,128,199
2018-01-01T10:41:21Z,210,86.28631650261732,187,131,187
2018-01-01T10:41:22Z,211,81.30852804998332,169,126,165
2018-01-01T10:41:23Z,212,79.25238946671557,149,130,150
2018-01-01T10:41:24Z,213,81.67450379143867,127,129,128
2018-01-01T10:41:25Z,214,74.58673537987312,105,130,108
2018-01-01T10:41:26Z,215,79.87944644084567,81,126,82
2018-01-01T10:41:27Z,216,74.714920381978,56,129,61
2018-01-01T10:41:28Z,217,85.17001081209067,31,126,34
2018-01-01T10:41:29Z,218,77.54791264355563,6,128,12
2018-01-01T10:41:30Z,219,77.91397733431118,19,127,23
2018-01-01T10:41:31Z,220,78.97964664777474,44,126,47
2018-01-01T10:41:32Z,221,73.97924630430522,69,127,71
2018-01-01T10:41:33Z,222,82.6967432852015,93,128,95
2018-01-01T10:41:34Z,223,80.90416044708901,116,126,115
2018-01-01T10:41:35Z,224,76.42410162368704,138,127,137
2018-01-01T10:41:36Z,225,75.9376587317888,0,128,6
2018-01-01T10:41:37Z,226,83.908581604092,25,127,30
2018-01-01T10:41:38Z,227,87.4532832680563,50,125,52
2018-01-01T10:41:39Z,228,82.43796832990814,75,126,76
2018-01-01T10:41:40Z,229,70.26247566257396,99,125,97
2018-01-01T10:41:41Z,230,77.56452296042276,122,128,122
2018-01-01T10:41:42Z,231,83.79851213188216,143,126,141
2018-01-01T10:41:43Z,232,80.16257591126117,164,128,162
2018-01-01T10:41:44Z,233,78.99402372650619,182,127,180
2018-01-01T10:41:45Z,234,82.31977364866584,199,127,195
2018-01-01T10:41:46Z,235,72.8864242973346,214,129,211
2018-01-01T10:41:47Z,236,77.75384733356464,227,127,222
2018-01-01T10:41:48Z,237,81.33719462768119,237,127,231
2018-01-01T10:41:49Z,238,81.26282855301893,245,128,239
2018-01-01T10:41:50Z,239,87.66118567475435,251,129,246
2018-01-01T10:41:51Z,240,79.41402987920866,254,127,247
2018-01-01T10:41:52Z,241,81.05212110181576,254,126,246
2018-01-01T10:41:53Z,242,82.87618080581429,252,128,247
2018-01-01T10:41:54Z,243,76.21876325667971,248,131,245
2018-01-01T10:41:55Z,244,79.60656368472979,241,129,236
2018-01-01T10:41:56Z,245,82.03712209373646,231,130,229
2018-01-01T10:41:57Z,246,71.22648445477716,220,127,215
2018-01-01T10:41:58Z,247,78.1792896074985,206,128,202
2018-01-01T10:41:59Z,248,85.95283386703578,190,127,186
2018-01-01T10:42:00Z,249,81.50022325755032,172,129,171
2018-01-01T10:42:01Z,250,78.1251601884247,152,129,152
2018-01-01T10:42:02Z,251,85.64325705021218,131,127,130
2018-01-01T10:42:03Z,252,77.39947721892729,108,127,109
2018-01-01T10:42:04Z,253,83.91494275350972,85,128,87
2018-01-01T10:42:05Z,254,73.98022297213258,61,126,62
2018-01-01T10:42:06Z,255,86.28819485499659,35,126,38
2018-01-01T10:42:07Z,256,85.26551671326752,10,128,17
2018-01-01T10:42:08Z,1,76.30072619721247,14,127,20
2018-01-01T10:42:09Z,2,84.11059529876536,40,129,45
2018-01-01T10:42:10Z,3,78.00629406763564,65,125,65
2018-01-01T10:42:11Z,4,73.6909292641298,89,130,93
2018-01-01T10:42:12Z,5,81.0839495057744,112,128,113
2018-01-01T10:42:13Z,6,86.809549009218685,135,129,136
2018-01-01T10:42:14Z,7,82.34586235923636,156,129,155
2018-01-01T10:42:15Z,8,83.33896261325201,175,129,174
